[33msteamclient:[0m connecting to 155.133.242.8:27018
[33msteamclient:[0m connected
[33msteamclient:[0m encrypt request
[33msteamclient:[0m handshake complete
[ 20:55:17 ] Начинаем раунд №49
[ 21:06:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:06:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:07:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:43 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:44 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:45 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:46 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:47 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:48 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:49 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:50 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:51 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:52 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:53 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:54 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:55 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:56 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:57 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:58 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:08:59 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:00 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:01 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:02 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:03 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:04 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:05 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:06 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:07 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:08 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:09 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:10 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:11 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:12 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:13 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:14 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:15 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:16 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:17 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:18 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:19 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:20 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:21 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:22 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:23 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:24 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:25 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:26 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:27 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:28 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:29 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:30 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:31 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:32 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:33 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:34 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:35 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:36 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:37 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:38 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:39 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:40 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:41 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:42 ] Проверка ставки: 784062491 (76561198200506802)
[ 21:09:43 ] Проверка ставки: 784062491 (76561198200506802)
